Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016280708,7-year and older mares,8.23,8.61,2024,Bylgja,Barkarstöðum,3400,Rauðjörp,IS2010181398,4,Roði,Lyngholti,IS2001287808,1,Valhöll,Blesastöðum 1A
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019284863,5-year old mares,8.21,8.42,2024,Ronja,Efra-Hvoli,7500,Móálótt,IS2012184667,15,Dagfari,Álfhólum,IS2001284589,2,Eining,Lækjarbakka
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018156283,6-year old stallions,8.21,8.22,2024,Sproti,Hjarðarholti,2500,Brúnn,IS2009101044,37,Skaginn,Skipaskaga,IS2008256286,1,Frigg,Steinnesi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015255012,7-year and older mares,8.2,8.12,2024,Pera,Gröf,2520,Brúnstjörnótt,IS2007156418,17,Viti,Kagaðarhóli,IS2002265133,3,Stelpa,Steinkoti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016287015,7-year and older mares,8.2,8.27,2024,Vildís,Auðsholtshjáleigu,1540,Rauðtvístjörnótt,IS2009157651,9,Lukku-Láki,Stóra-Vatnsskarði,IS1997287054,2,Vordís,Auðsholtshjáleigu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015284988,7-year and older mares,8.19,8.38,2024,Mist,Litla-Moshvoli,2500,Brún,IS2003156956,1,Kvistur,Skagaströnd,IS2007284988,2,Mirra,Litla-Moshvoli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018286710,6-year old mares,8.18,8.54,2024,Dalla,Leirubakka,1500,Rauð,IS2009186700,3,Oddaverji,Leirubakka,IS2007286701,3,Nös,Leirubakka
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017287835,7-year and older mares,8.17,8.13,2024,Frökk,Hlemmiskeiði 3,3520,Jarpstjörnótt,IS2011135727,21,Forkur,Breiðabólsstað,IS2008287834,3,Dagbjört,Hlemmiskeiði 3
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2020288804,4-year old mares,8.15,8.13,2024,Hulda,Þóroddsstöðum,6400,,IS2015137725,8,Gljátoppur,Miðhrauni,IS2012288801,5,Fjöður,Þóroddsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018158855,6-year old stallions,8.15,8.28,2024,Baldur,Sólheimum,7500,Móálóttur,IS2009158859,2,Stormur,Sólheimum,IS2004258856,3,Bylgja,Sólheimagerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017201842,7-year and older mares,8.14,8.51,2024,Urð,Kviku,1520,Rauðstjörnótt,IS2012188621,5,Hraunar,Hrosshaga,IS1997287698,1,Harka,Kolsholti 2
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016286705,7-year and older mares,8.14,8.1,2024,Mynt,Leirubakka,2500,Brún,IS2012186704,1,Vargur,Leirubakka,IS1995286706,1,Myrra,Árbakka
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2020135086,4-year old stallions,8.13,8.15,2024,Steinn,Steinsholti 1,2500,,IS1998187002,12,Stáli,Kjarri,IS2007256955,2,Sunna,Skagaströnd
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018182838,6-year old stallions,8.12,8.48,2024,Atgeir,Árheimum,1550,Rauðblesóttur,IS2010156107,25,Konsert,Hofi,IS2004287804,1,Alfa,Blesastöðum 1A
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2013280916,7-year and older mares,8.12,8.37,2024,Ísrönd,Garði,1551,"Rauðblesótt, glófext.",IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS2004280918,1,Ísabella,Garði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018225114,6-year old mares,8.12,8.01,2024,Glæða,Dallandi,2200,Móbrún.,IS2010125110,11,Glúmur,Dallandi,IS2007225111,1,Þjóð,Dallandi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015284653,7-year and older mares,8.11,8.47,2024,Eldey,Vestra-Fíflholti,1591,"Rauðblesótt, glófext m. leista á báðum afturfótum.",IS2009135006,23,Ölnir,Akranesi,IS2003284652,6,Varða,Vestra-Fíflholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019202006,5-year old mares,8.1,8.45,2024,Björt,Kráku,6600,Bleikálótt,IS2012188095,52,Kveikur,Stangarlæk 1,IS2008258083,1,Birta,Lambanes-Reykjum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017187836,7-year and older stallions,8.09,8.45,2024,Fengur,Hlemmiskeiði 3,120,"Grár, fæddur rauðstjörnóttur.",IS2012188621,5,Hraunar,Hrosshaga,IS2009287836,2,Jóra,Hlemmiskeiði 3
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018186513,6-year old stallions,8.09,8.44,2024,Glæsir,Áskoti,2500,Brúnn,IS2009186513,3,Narfi,Áskoti,IS1995225150,2,Tinna,Mosfellsbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019281424,5-year old mares,8.09,8.2,2024,Snekkja,Fákshólum,2220,Móbrúnstjörnótt.,IS2014185260,4,Blakkur,Þykkvabæ I,IS2013235086,1,Tara,Steinsholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015101501,7-year and older stallions,8.08,7.93,2024,Tobías,Svarfholti,2500,Brúnn,IS2003181962,15,Ómur,Kvistum,IS2008225041,1,Tálbeita,Flekkudal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017176237,7-year and older stallions,8.08,8.43,2024,Úlfur,Lönguhlíð,3700,Dökkjarpur.,IS2003176452,11,Kjerúlf,Kollaleiru,IS2007276237,1,Heiðdís,Lönguhlíð
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017184671,7-year and older stallions,8.07,8.42,2024,Sigurfari,Álfhólum,6410,Dökkbleikskjóttur (rauðbleikskjóttur).,IS2012184667,15,Dagfari,Álfhólum,IS1995284672,1,Gáska,Álfhólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2020187660,4-year old stallions,8.06,8.4,2024,Eldjárn,Syðri-Gegnishólum,1550,Rauðblesóttur,IS2006158620,28,Hrannar,Flugumýri II,IS2008287660,3,Álfhildur,Syðri-Gegnishólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017236877,7-year and older mares,8.06,8.4,2024,Forysta,Laxárholti 2,1550,Rauðblesótt,IS2008187983,13,Hreyfill,Vorsabæ II,IS2005280617,2,Hemla,Strönd I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017287463,7-year and older mares,8.05,8.22,2024,Gola,Kambi,1520,,IS2010186682,4,Völsungur,Skeiðvöllum,IS2006287462,1,Gnótt,Kambi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018202006,6-year old mares,8.03,8.37,2024,Hallveig,Kráku,2500,Brún,IS2011187091,2,Frár,Sandhól,IS2006282567,4,Sunna,Dverghamri
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017286505,7-year and older mares,8.03,8.19,2024,Óskadís,Miðási,2500,Brún,IS2006187114,32,Spuni,Vesturkoti,IS1998286672,1,Ósk,Hestheimum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019256275,5-year old mares,8.01,8.35,2024,Hugrún,Hólabaki,1200,,IS2004156286,32,Kiljan,Steinnesi,IS2006256275,2,Heiðdís,Hólabaki
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018265792,6-year old mares,8,8.16,2024,Svás,Ytra-Dalsgerði,7500,Mósótt,IS2009101044,37,Skaginn,Skipaskaga,IS2009265792,2,Sefja,Ytra-Dalsgerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019288321,5-year old mares,8,8,2024,Salka,Syðra-Langholti,7200,,IS2012137485,10,Sægrímur,Bergi,IS2003288315,2,Þota,Miðfelli 5
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019282120,5-year old mares,8,8.1,2024,Lækning,Stíghúsi,1510,Rauðskjótt,IS2014187660,3,Ljósálfur,Syðri-Gegnishólum,IS1997258627,1,Brana,Flugumýri II
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018201232,6-year old mares,7.99,7.97,2024,Selja,Tvennu,1550,Rauðblesótt,IS2011135727,21,Forkur,Breiðabólsstað,IS2007287812,2,Hróðný,Blesastöðum 1A
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019257999,5-year old mares,7.97,7.92,2024,Náttstund,Tölthólum,8720,"Móálótt, vindótt, stjörnótt.",IS2010157801,3,Nátthrafn,Varmalæk,IS2002286883,1,Rut,Köldukinn
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019287052,5-year old mares,7.96,7.94,2024,Ísey,Auðsholtshjáleigu,1580,Rauðstjörnótt m. leist á vinstri afturfæti.,IS2013182591,2,Jökull,Breiðholti í Flóa,IS2003287018,5,Tíbrá,Auðsholtshjáleigu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019235633,5-year old mares,7.96,7.9,2024,Kara,Grímarsstöðum,7620,Móálótt stjörnótt.,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2005276202,2,Kólga,Úlfsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019287143,5-year old mares,7.95,8.27,2024,Slaufa,Litlalandi,2500,Brúnn,IS2006158620,28,Hrannar,Flugumýri II,IS2003287142,3,Kría,Litlalandi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019287667,5-year old mares,7.95,8.29,2024,Hrafndís,Syðri-Gegnishólum,2500,,IS1994184553,3,Sveinn-Hervar,Þúfu í Landeyjum,IS2006235941,1,Védís,Hellubæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019225712,5-year old mares,7.94,7.95,2024,Mist,Valhöll,3510,"Jarpskjótt, höttótt, tvístjörnótt",IS2012181608,51,Þráinn,Flagbjarnarholti,IS2008225710,2,Gonta,Valhöll
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016286244,7-year and older mares,7.94,7.99,2024,Brimrún,Efsta-Seli,6620,"Bleikálótt, stjörnótt",IS2009155050,6,Brimnir,Efri-Fitjum,IS2001286347,1,Lotta,Hellu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018225599,6-year old mares,7.93,7.96,2024,Von,Hafnarfirði,1550,Rauðblesótt,IS2011184871,8,Hrókur,Hjarðartúni,IS2003265581,3,Íma,Akureyri
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018225590,6-year old mares,7.92,8.07,2024,Silvía,Seltjarnarnesi,2700,,IS2006165794,6,Krókur,Ytra-Dalsgerði,IS2010256957,3,Skvísa,Skagaströnd
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018186597,6-year old stallions,7.92,7.96,2024,Boði,Herríðarhóli,6700,"Bleikálóttur, kolóttur.",IS2004186594,8,Stormur,Herríðarhóli,IS1995287024,1,Orra,Þúfu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018202023,6-year old mares,7.91,8.26,2024,Agnes,Ósk,3500,,IS2003176452,11,Kjerúlf,Kollaleiru,IS2005275266,1,Hætta,"Brekku, Fljótsdal"
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018181354,6-year old stallions,7.9,8.04,2024,Haustar,Lindarbæ,1550,rauðblesóttur,IS2007184162,91,Skýr,Skálakoti,IS2005281350,3,Freisting,Lindarbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017280375,7-year and older mares,7.89,8.23,2024,Hel,Koltursey,2200,Móbrún,IS2009158510,4,Lexus,Vatnsleysu,IS2010281210,1,Jörð,Koltursey
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017287052,7-year and older mares,7.88,8.22,2024,Samba,Auðsholtshjáleigu,2500,Brún,IS2007186104,18,Sjóður,Kirkjubæ,IS2003287018,5,Tíbrá,Auðsholtshjáleigu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2020236750,4-year old mares,7.88,7.89,2024,Brimdís,Leirulæk,6600,,IS2009155050,6,Brimnir,Efri-Fitjum,IS2004236754,3,Þórdís,Leirulæk
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018287003,6-year old mares,7.87,8.19,2024,Flaug,Kjarri,2500,Brún.,IS2008187001,2,Stúfur,Kjarri,IS1998287005,2,Auðna,Kjarri
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018187195,6-year old stallions,7.86,8.19,2024,Brísingur,Bár,2230,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2007287435,4,Tíbrá,Bár
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018287114,6-year old mares,7.86,7.94,2024,Spá,Vesturkoti,3500,Jörp,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS1999225029,2,Stelpa,Meðalfelli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015286791,7-year and older mares,7.85,8.18,2024,Agla,Ási 2,2515,"Brúnskjótt, tvístjörnótt m. ægishjálm í hægra auga.",IS2010186793,1,Erró,Ási 2,IS2002288237,1,Fjöður,Unnarholtskoti 3
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017201555,7-year and older mares,7.84,8.15,2024,Dagrós,Dimmuborg,6620,,IS2012184667,15,Dagfari,Álfhólum,IS2000287040,2,Djásn,Reykjakoti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018288799,6-year old mares,7.84,7.98,2024,Drífa,Vaðnesi,100,"Grá, fædd dökksótrauð.",IS2012186101,4,Valgarð,Kirkjubæ,IS2006238501,2,Askja,Ásgarði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017287331,7-year and older mares,7.84,8.17,2024,Sif,Dalsmynni,3520,Jarpstjörnótt,IS2000187051,5,Gígjar,Auðsholtshjáleigu,IS1996287420,1,Von,Langsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017288435,7-year and older mares,7.82,8.12,2024,Hraunþóra,Friðheimum,2500,Brún,IS2012188621,5,Hraunar,Hrosshaga,IS2008288439,1,Bergþóra,Friðheimum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018225095,6-year old mares,7.81,8.12,2024,Kolgríma,Morastöðum,3700,,IS2013125097,3,Borgfjörð,Morastöðum,IS2001265103,2,Kolbrá,Litla-Dal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015225096,7-year and older mares,7.81,7.71,2024,Freydís,Morastöðum,7520,Móálótt stjörnótt,IS2011125045,2,Frjór,Flekkudal,IS2002265101,2,Frenja,Litla-Dal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019287002,5-year old mares,7.81,7.82,2024,Rönd,Kjarri,1550,Rauðblesótt,IS2000135815,8,Sólon,Skáney,IS2005287001,1,Skerpla,Kjarri
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018287815,6-year old mares,7.8,8.14,2024,Nökkva,Blesastöðum 1A,2500,Brún með hvítar yrjur í feldi.,IS2006158620,28,Hrannar,Flugumýri II,IS2007287808,1,Úlfhildur,Blesastöðum 1A
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019288159,5-year old mares,7.77,7.84,2024,Þyrla,Haukholtum,1550,Rauðblesótt,IS2008187983,13,Hreyfill,Vorsabæ II,IS2011288159,2,Þruma,Haukholtum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018258462,6-year old mares,7.77,8.08,2024,Hrund,Narfastöðum,2200,Glóbrún,IS2012157141,12,Dofri,Sauðárkróki,IS2003257591,1,Gola,Ytra-Vallholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019287833,5-year old mares,7.76,8.07,2024,Bjartsýn,Hlemmiskeiði 3,7500,Móálótt.,IS2012188095,52,Kveikur,Stangarlæk 1,IS2008287834,3,Dagbjört,Hlemmiskeiði 3
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018284523,6-year old mares,7.75,8.06,2024,Hátíð,Syðri-Úlfsstöðum,3500,Jörp,IS2007186189,22,Arion,Eystra-Fróðholti,IS2000236482,1,Krús,Hjarðarholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2014286786,7-year and older mares,7.74,7.87,2024,Hervör,Skarði,1500,,IS2001137637,6,Arður,Brautarholti,IS1997287725,1,Hemja,Dalbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018284504,6-year old mares,7.73,7.93,2024,Klassík,Skíðbakka III,3800,Jörplitförótt,IS2004156286,32,Kiljan,Steinnesi,IS2011284504,1,Úlfhildur,Skíðbakka III
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019281517,5-year old mares,7.73,8.03,2024,Silfra,Einhamri,100,Rauð fædd verður grá,IS2012181900,13,Jökull,Rauðalæk,IS2007257321,1,Brá,Hellulandi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017236409,7-year and older mares,7.72,8.02,2024,Aþena,Lundum II,2700,Svört,IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS1995236220,3,Auðna,Höfða
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019288799,5-year old mares,7.69,7.99,2024,Dagsbrún,Vaðnesi,3200,Jarpt,IS2012184667,15,Dagfari,Álfhólum,IS2006238501,2,Askja,Ásgarði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018281516,6-year old mares,7.68,7.68,2024,Rönd,Einhamri,1250,Ljósrauðblesótt.,IS2007184162,91,Skýr,Skálakoti,IS1999237500,1,Björk,Litla-Kambi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015288560,7-year and older mares,7.67,7.75,2024,Lilja,Kjarnholtum I,6600,,IS2007186189,22,Arion,Eystra-Fróðholti,IS1995288566,8,Hera,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017258318,7-year and older mares,7.66,7.77,2024,Gleði,Skúfsstöðum,3500,Jörp,IS2011158163,2,Ringó,Þúfum,IS2000258428,2,Lend,Laufhóli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016277125,7-year and older mares,7.64,7.93,2024,Mön,Hoffelli II,6600,Bleikálótt,IS2006177007,2,Magni,Hólum,IS1994277121,1,Bleikála,Miðfelli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018101186,6-year old stallions,7.62,7.92,2024,Kraftur,Dalsholti,2700,Dökkbrúnn,IS2007186104,18,Sjóður,Kirkjubæ,IS2004288569,1,Glaðdís,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018287051,6-year old mares,7.61,7.89,2024,Fura,Auðsholtshjáleigu,2500,Brún,IS2008158455,1,Sproti,Enni,IS2009287012,3,Prýði,Auðsholtshjáleigu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018265793,6-year old mares,7.59,7.7,2024,Ör,Ytra-Dalsgerði,1520,Rauðstjörnótt,IS2009135006,23,Ölnir,Akranesi,IS2001265792,2,Brák,Ytra-Dalsgerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017256097,7-year and older mares,7.53,7.73,2024,Yrja,Miðgili,3514,Jarpskjótt hringeygð,IS2009137717,1,Steggur,Hrísdal,IS2007256996,1,Frigg,Auðkúlu 1
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018157153,6-year old stallions,8.37,8.36,2024,Töffari,Hvalnesi,1500,Rauður,IS1997158469,7,Hágangur,Narfastöðum,IS2009257153,1,Dís,Hvalnesi
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018255054,6-year old mares,8.36,8.33,2024,Hekla,Efri-Fitjum,2500,Brún,IS2001137637,6,Arður,Brautarholti,IS2003256500,5,Hrina,Blönduósi
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018201170,6-year old mares,8.27,8.36,2024,Frísk,Prestsbæ,2500,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2010201167,5,Þórdís,Prestsbæ
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2017235617,7-year and older mares,8.27,8.26,2024,Hrönn,Neðri-Hrepp,3500,Jörp,IS2011135727,21,Forkur,Breiðabólsstað,IS2008235617,4,Auður,Neðri-Hrepp
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2015255476,7-year and older mares,8.25,8.22,2024,Eldrós,Þóreyjarnúpi,1520,,IS2004156286,32,Kiljan,Steinnesi,IS1998255570,3,Þruma,Bessastöðum
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018258913,6-year old mares,8.21,8.24,2024,Gleði,Flatatungu,3500,Jörp,IS2006187114,32,Spuni,Vesturkoti,IS1998284008,1,Glóð,Efstu-Grund
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018156495,6-year old stallions,8.19,8.22,2024,Mídas,Köldukinn 2,1600,Dökkrauður,IS2007186189,22,Arion,Eystra-Fróðholti,IS2004256602,4,Aska,Stóra-Búrfelli
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018156957,6-year old stallions,8.17,8.18,2024,Skýrnir,Skagaströnd,2500,,IS2005135936,16,Trymbill,Stóra-Ási,IS2000256955,2,Þruma,Skagaströnd
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2014235715,7-year and older mares,8.14,8.15,2024,Sóley,Oddsstöðum I,1201,Ljósrauð glófext.,IS2010137637,2,Drösull,Brautarholti,IS2004235713,1,Snjóka,Oddsstöðum I
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2019201167,5-year old mares,8.13,8.48,2024,Álfadís,Prestsbæ,2520,Brún með hvít hár í enni,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2003201166,1,Þóra,Prestsbæ
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2019101170,5-year old stallions,8.12,8.47,2024,Fær,Prestsbæ,3700,Jarpur,IS2012188095,52,Kveikur,Stangarlæk 1,IS2010201167,5,Þórdís,Prestsbæ
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2016155010,7-year and older stallions,8.12,8.45,2024,Brandur,Gröf,1540,,IS2007166206,5,Eldur,Torfunesi,IS2004257807,2,Gloppa,Varmalæk 1
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2018235850,6-year old mares,8.12,8.08,2024,Fiðla,Skrúð,3500,Jörp,IS2014135847,2,Stökkull,Skrúð,IS2011235846,2,Harpa,Skrúð
"Síðsumarssýning á Hólum í Hjaltadal, dagana 13. til 15. ágúst.",IS2019158165,5-year old stallions,8.11,8.47,2024,Hólmjárn,Þúfum,2500,,IS2005135936,16,Trymbill,Stóra-Ási,IS2012258161,1,Elding,Þúfum
